,index,Date,Value,400MA,400MArisk,Mayer,btcIssuance,usdIssuance,MAusdIssuance,PuellMultiple,Price/52w,Return%,Sharpe,Sortino,ind,PowerLaw,avg
0,591,2010-08-16,0.0769,,,,7200.0,553.68,,,0.05759160898741774,,,,363,0.4890776513753852,0.2733346301814015
1,593,2010-08-18,0.0688,0.0769,0.019523617711977578,,7200.0,495.36,,,0.05272754139162678,-10.533159947984394,,,364,0.4890776513753917,0.18710960349299868
2,594,2010-08-19,0.0667,0.07285,0.020523371147730507,,7200.0,480.23999999999995,,,0.052533508414927294,-3.0523255813953543,,,365,0.4923394203153035,0.18846543329265375
3,595,2010-08-20,0.07,0.07079999999999999,0.024019168839066563,,7200.0,504.00000000000006,,,0.056865301657906694,4.947526236881572,,,366,0.49880467223482766,0.19322971424393362
4,596,2010-08-21,0.0664,0.0706,0.021715238774333206,,7200.0,478.08,,,0.05339248197564129,-5.1428571428571495,,,367,0.49086324487908645,0.18865698854302035
5,597,2010-08-22,0.066,0.06976,0.021982537069166853,,7200.0,475.20000000000005,,,0.05364811257252073,-0.6024096385542133,,,368,0.49242655667982943,0.18935240210717233
6,598,2010-08-23,0.07,0.06913333333333334,0.025158716628231315,,7200.0,504.00000000000006,,,0.058559013427409344,6.060606060606055,,,369,0.5016454295824753,0.19512105321270531
7,599,2010-08-24,0.0665,0.06925714285714286,0.02265610608478052,,7200.0,478.8,,,0.05455105197204323,-5.000000000000004,,,370,0.4909804550146903,0.189395871023838
8,600,2010-08-25,0.066499,0.0689125,0.022884992752800426,,7200.0,478.7928,,,0.0548845545792244,-0.0015037593985023356,,,371,0.492086360332518,0.18995196922151428
9,601,2010-08-26,0.07,0.06864433333333333,0.025503559472519578,,7200.0,504.00000000000006,,,0.059175741959861416,5.2647408231702775,,,372,0.5009734848031548,0.19521759541184527
10,602,2010-08-27,0.065,0.0687799,0.02193198515547665,,7200.0,468.0,,,0.0532224790395829,-7.142857142857151,,,373,0.48595728796477017,0.18703725071994326
11,603,2010-08-28,0.0648,0.06843627272727272,0.022019128739200314,,7200.0,466.56,,,0.05334397019128597,-0.3076923076923199,,,374,0.48762612342782363,0.18766307411943664
12,604,2010-08-29,0.06,0.06813324999999999,0.018852331617191107,,7200.0,432.0,,,0.04789822293129252,-7.4074074074074066,,,375,0.47574325948995905,0.18083127134614754
13,605,2010-08-30,0.06497,0.06750761538461539,0.022762249420081496,,7200.0,467.784,,,0.054592302209405405,8.283333333333331,,,376,0.4954525254111413,0.1909356923468761
14,606,2010-08-31,0.0649,0.06732635714285715,0.022836415946156787,,7200.0,467.28,,,0.054708021872862944,-0.10774203478528532,,,377,0.4954224010703292,0.19098894629644966
15,607,2010-09-01,0.06,0.06716459999999999,0.019459522306239357,,7200.0,432.0,,,0.04884722703230568,-7.550077041602465,,,378,0.4807292806269385,0.1830120099884945
16,608,2010-09-02,0.0634,0.0667168125,0.022182582334002412,,7200.0,456.47999999999996,,,0.05357278674075138,5.666666666666664,,,379,0.49485642105280914,0.19020393004252098
17,609,2010-09-03,0.0613,0.06652170588235294,0.020806578599537155,,7200.0,441.36,,,0.05116652491587413,-3.312302839116721,,,380,0.48881003815550056,0.18692771389030394
18,610,2010-09-04,0.06,0.0662316111111111,0.02006115091280713,,7200.0,432.0,,,0.04985313401954747,-2.1207177814029365,,,381,0.4863377218004732,0.18541733557760928
19,611,2010-09-05,0.064,0.06590363157894737,0.0231784229060897,,7200.0,460.8,,,0.055308633843049515,6.666666666666665,,,382,0.5014512812875576,0.1933127793455656
20,612,2010-09-06,0.06185,0.06580844999999999,0.021683637014000907,,7200.0,445.32,,,0.05268304721367387,-3.359374999999998,,,383,0.4940029072520262,0.18945653049323366
21,613,2010-09-07,0.06,0.06561995238095238,0.020464857380284484,,7200.0,432.0,,,0.05053283940020119,-2.9911075181891733,,,384,0.4885549597279237,0.18651755216946977
22,614,2010-09-08,0.0624,0.06536449999999999,0.022391096335007393,,7200.0,449.28,,,0.053928767888380594,4.0000000000000036,,,385,0.4982276614435511,0.19151584188897966
23,615,2010-09-09,0.06201,0.06523560869565218,0.02219545582276589,,7200.0,446.47200000000004,,,0.05358064237136192,-0.6249999999999867,,,386,0.49699161624879484,0.19092257148097425
24,616,2010-09-10,0.06,0.06510120833333333,0.02081318340599799,,7200.0,432.0,,,0.05113317834934898,-3.241412675374944,,,387,0.4903716204049595,0.18743932738676883
25,617,2010-09-11,0.064999,0.06489716,0.02463440343396637,,7200.0,467.9928,,,0.057890750800945315,8.33166666666667,,,388,0.508311964811175,0.19694570634869557
26,618,2010-09-12,0.06201,0.06490107692307692,0.022429700099754934,,7200.0,446.47200000000004,,,0.05398597821118036,-4.5985322851120785,,,389,0.4969986941358496,0.1911381241489283
27,619,2010-09-13,0.06,0.06479399999999999,0.02102209710070721,,7200.0,432.0,,,0.05148581802810737,-3.241412675374944,,,390,0.49015958163590695,0.1875558322549072
28,620,2010-09-14,0.175,0.06462278571428572,0.10621766600958962,,7200.0,1260.0,,,0.19365061534747927,191.66666666666666,,,391,0.7187263123661763,0.33953153124108176
29,621,2010-09-15,0.0619,0.06842889655172414,0.01999788927498358,,7200.0,445.67999999999995,,,0.049304966540364654,-64.62857142857143,,,392,0.46782477857410665,0.17904254479648496
30,622,2010-09-16,0.15,0.06821126666666667,0.08188435490226975,,7200.0,1080.0,,,0.1546406010792961,142.32633279483036,,,393,0.6600643773033464,0.29886311109497077
31,623,2010-09-17,0.0609,0.0708496129032258,0.01784547431049199,,7200.0,438.48,,,0.045258668563619125,-59.4,,,394,0.44469041158545863,0.16926485148652326
32,624,2010-09-18,0.062599,0.0705386875,0.019178137362589682,,7200.0,450.7128,,,0.047661518370552575,2.78981937602627,,,395,0.45473386757073225,0.17385784110129152
33,625,2010-09-19,0.06,0.07029809090909091,0.01755580598155769,,7200.0,432.0,,,0.04479315176181703,-4.151823511557695,,,396,0.448542807518619,0.17029725508733126
34,626,2010-09-20,0.0633,0.06999520588235295,0.01998636962576323,,7200.0,455.76,,,0.04915945134797619,5.499999999999994,,,397,0.463968271171803,0.1777046973818475
35,627,2010-09-21,0.0628,0.0698039142857143,0.01976240351304474,,7200.0,452.15999999999997,,,0.0487818934435418,-0.789889415481837,,,398,0.4643843767265492,0.1776428912277119
36,628,2010-09-22,0.06,0.06960936111111111,0.01795954010105875,,7200.0,432.0,,,0.04558042643250868,-4.458598726114649,,,399,0.4565285925041947,0.17335618634592068
37,629,2010-09-23,0.06281,0.06934964864864866,0.020051039631036067,,7200.0,452.232,,,0.04934910469941636,4.6833333333333504,,,400,0.4695751453089133,0.17965842987978856
38,630,2010-09-24,0.0624,0.06917755263157895,0.019875408434588078,,7200.0,449.28,,,0.04905491393990712,-0.6527622989969895,,,401,0.4698510646933817,0.17959379568929232
39,631,2010-09-25,0.06,0.06900376923076923,0.01832119748827926,,7200.0,432.0,,,0.046289528549917074,-3.8461538461538436,,,402,0.4628988427747138,0.1758365229376367
40,632,2010-09-26,0.062206,0.068778675,0.01999065625348781,,7200.0,447.8832,,,0.04930802514162789,3.6766666666666614,,,403,0.47330019036684934,0.1808662905873217
41,633,2010-09-27,0.06271,0.06861836585365855,0.02044282845225095,,7200.0,451.512,,,0.05013745319335075,0.8102112336430656,,,404,0.47655605858391914,0.18237878007650696
42,634,2010-09-28,0.06,0.06847769047619048,0.018640561962011807,,7200.0,432.0,,,0.04691851687500245,-4.321479827778674,,,405,0.46790665357969935,0.1778219108055712
